"alias","treatment_name","culture","starch_g_per_kg","tuber_FW_kg_per_plant","starch_yield_g_per_plant"
"Albatros","control","67199",218.4,0.8024,178.3056
"Albatros","control","67516",219.5,1.3694,300.5938
"Albatros","control","67518",214.2096,1.611,344.713267
"Albatros","control","68015",190.1677,0.28916,54.84606234
"Albatros","drought stress","67199",244.566666666667,0.2704,65.4468
"Albatros","drought stress","67516",200.5,1.3162,264.3226
"Albatros","drought stress","67518",235.1156,0.682,160.407376
"Albatros","drought stress","68015",184.9412,0.14124,26.139199684
"AR1","control","67199",153.666666666667,0.512,80.2293333333333
"AR1","control","67516",183,0.9324,170.6292
"AR1","control","67518",204.8001,1.232,247.8976848
"AR1","control","68015",199.5754,0.30117,60.204883162
"AR1","drought stress","67199",225.5,0.182,41.17
"AR1","drought stress","67516",192,1.022,196.224
"AR1","drought stress","67518",193.3036,0.608,117.2651732
"AR1","drought stress","68015",181.8053,0.14501,26.343778118
"AR104","control","67199",229.666666666667,0.676,156.16
"AR104","control","67516",222,1.4548,322.9656
"AR104","control","67518",207.9378,1.763,367.2842394
"AR104","control","68015",190.1677,0.32261,61.467545682
"AR104","drought stress","67199",223,0.375,84.3
"AR104","drought stress","67516",227,1.5812,358.9324
"AR104","drought stress","67518",233.025,0.715,166.916012
"AR104","drought stress","68015",196.4395,0.142965,27.838196955
"AR105","control","67199",142,0.507,71.958
"AR105","control","67516",221,1.2316,272.1836
"AR105","control","67518",192.2583,1.696,324.7822672
"AR105","control","68015",147.3104,0.342375,50.575426588
"AR105","drought stress","67199",248,0.185333333333333,45.3708888888889
"AR105","drought stress","67516",209,0.9844,205.7396
"AR105","drought stress","67518",226.7532,0.667,150.6130232
"AR105","drought stress","68015",178.6694,0.14728,26.251209488
"AR106","control","67199",151.666666666667,0.672,102.796666666667
"AR106","control","67516",194,0.9236,179.1784
"AR106","control","67518",194.3489,1.57,305.1194106
"AR106","control","68015",166.1258,0.319345,52.797770197
"AR106","drought stress","67199",174.333333333333,0.32,56.8506666666667
"AR106","drought stress","67516",158,0.8156,128.8648
"AR106","drought stress","67518",222.572,0.466,103.0997344
"AR106","drought stress","68015",184.9412,0.135395,25.040113774
"AR117","control","67199",207,0.9,189.938666666667
"AR117","control","67516",186,1.324,246.264
"AR117","control","67518",176.5788,1.088,192.1177344
"AR117","control","68015",160.8993,0.30186,48.580257861
"AR117","drought stress","67199",201.555555555556,0.259333333333333,52.6884444444444
"AR117","drought stress","67516",152,1.062,161.424
"AR117","drought stress","67518",219.4361,0.483,106.0890304
"AR117","drought stress","68015",162.9899,0.146755,23.935905134
"AR118","control","67199",154,0.457,99.792
"AR118","control","67516",195,1.13,220.35
"AR118","control","67518",188.0771,1.816,340.1284962
"AR118","control","68015",155.6728,0.30607,47.700502316
"AR118","drought stress","67199",262.166666666667,0.273,71.6053333333333
"AR118","drought stress","67516",198,1.1484,227.3832
"AR118","drought stress","67518",221.5267,0.596,132.2180672
"AR118","drought stress","68015",175.5335,0.14132,24.738125677
"AR121","control","67199",177.833333333333,0.529333333333333,93.824
"AR121","control","67516",186,0.9496,176.6256
"AR121","control","67518",205.8472,1.2,247.01664
"AR121","control","68015",166.1258,0.318925,52.981670765
"AR121","drought stress","67199",219.333333333333,0.395333333333333,84.6786666666667
"AR121","drought stress","67516",177,1.1152,197.3904
"AR121","drought stress","67518",239.2968,0.634,151.5887352
"AR121","drought stress","68015",190.1677,0.160325,30.390383529
"AR122","control","67199",188.5,0.489,90.335
"AR122","control","67516",195,1.6156,315.042
"AR122","control","67518",194.3489,1.357,263.7178684
"AR122","control","68015",166.1258,0.28741,47.781840002
"AR122","drought stress","67199",173.333333333333,0.112,13.3333333333333
"AR122","drought stress","67516",206,1.3548,279.0888
"AR122","drought stress","67518",218.3908,0.519,111.0869772
"AR122","drought stress","68015",166.1258,0.13466,22.386827814
"AR123","control","67199",242,0.800666666666667,197.132
"AR123","control","67516",215,1.156,248.54
"AR123","control","67518",191.213,1.439,275.7116066
"AR123","control","68015",173.4429,0.29511,51.16526028
"AR123","drought stress","67199",234.666666666667,0.302666666666667,73.5533333333333
"AR123","drought stress","67516",192,0.8992,172.6464
"AR123","drought stress","67518",223.6173,0.496,111.0270732
"AR123","drought stress","68015",181.8053,0.15132,27.441443247
"AR125","control","67199",232,0.896666666666667,208.599333333333
"AR125","control","67516",202,1.2976,262.1152
"AR125","control","67518",200.6207,1.441,291.2738792
"AR125","control","68015",159.854,0.294405,47.038663475
"AR125","drought stress","67199",205.333333333333,0.326,67.8813333333333
"AR125","drought stress","67516",178,0.9452,168.2456
"AR125","drought stress","67518",225.7079,0.804,182.3158446
"AR125","drought stress","68015",187.0318,0.14906,27.909691928
"AR126","control","67199",170.333333333333,0.793333333333333,134.388
"AR126","control","67516",183,0.924,169.092
"AR126","control","67518",169.2617,1.161,191.7410392
"AR126","control","68015",168.2164,0.3556,59.486851672
"AR126","drought stress","67199",159.666666666667,0.38,59.8666666666667
"AR126","drought stress","67516",178,0.942,167.676
"AR126","drought stress","67518",219.4361,0.375,81.990627
"AR126","drought stress","68015",148.3557,0.1625,24.110905791
"AR129","control","67199",191,0.865,164.33
"AR129","control","67516",211,2.3364,492.9804
"AR129","control","67518",203.7566,2.239,455.5315824
"AR129","control","68015",181.8053,0.30131,54.642350258
"AR129","drought stress","67199",263.833333333333,0.219,57.8453333333333
"AR129","drought stress","67516",212,1.9844,420.6928
"AR129","drought stress","67518",216.3002,0.8405,181.8787156
"AR129","drought stress","68015",158.8087,0.143495,22.535736059
"AR133","control","67199",167.666666666667,0.663333333333333,112.725333333333
"AR133","control","67516",182,0.852,155.064
"AR133","control","67518",164.0352,2.159,354.8586196
"AR133","control","68015",157.7634,0.345175,54.341521245
"AR133","drought stress","67199",205.333333333333,0.066,27.104
"AR133","drought stress","67516",178,1.5796,281.1688
"AR133","drought stress","67518",191.213,1.045,201.5360582
"AR133","drought stress","68015",136.8574,0.130895,17.917451128
"AR139","control","67199",113.333333333333,0.384,67.6826666666667
"AR139","control","67516",215,0.8128,174.752
"AR139","control","67518",188.0771,2.113,397.3703268
"AR139","control","68015",173.4429,0.329335,57.214816074
"AR139","drought stress","67199",227.5,0.271,60.58
"AR139","drought stress","67516",189,1.5128,285.9192
"AR139","drought stress","67518",215.2549,0.721,154.6123696
"AR139","drought stress","68015",151.4916,0.13728,20.606919462
"AR140","control","67199",196.333333333333,0.360666666666667,72.4193333333333
"AR140","control","67516",236,1.4492,342.0112
"AR140","control","67518",202.7113,1.813,369.4316218
"AR140","control","68015",179.7147,0.304835,54.86720022
"AR140","drought stress","67199",0,0.0186666666666667,0
"AR140","drought stress","67516",197,1.9072,375.7184
"AR140","drought stress","67518",182.8506,0.907,168.590452
"AR140","drought stress","68015",165.0805,0.115195,18.938777181
"AR141","control","67199",168.5,0.779,139.079
"AR141","control","67516",196,1.1588,227.1248
"AR141","control","67518",188.0771,1.167,219.842423
"AR141","control","68015",176.5788,0.35188,62.355148256
"AR141","drought stress","67199",188.333333333333,0.368,67.2226666666667
"AR141","drought stress","67516",177,1.4796,261.8892
"AR141","drought stress","67518",241.3874,0.488,117.5712664
"AR141","drought stress","68015",157.7634,0.17205,27.12437757
"AR143","control","67199",197,0.690666666666667,137.080666666667
"AR143","control","67516",183,1.1736,214.7688
"AR143","control","67518",192.2583,1.354,260.648053
"AR143","control","68015",166.1258,0.31613,52.77210967
"AR143","drought stress","67199",221.333333333333,0.294,64.806
"AR143","drought stress","67516",188,1.3568,255.0784
"AR143","drought stress","67518",219.4361,0.514,113.2605404
"AR143","drought stress","68015",166.1258,0.13836,22.97851758
"AR144","control","67199",143.833333333333,0.195,25.8063333333333
"AR144","control","67516",184,0.7488,137.7792
"AR144","control","67518",197.4848,1.196,235.7611572
"AR144","control","68015",177.6241,0.2924,51.865851038
"AR144","drought stress","67199",82.6666666666667,0.068,14.5493333333333
"AR144","drought stress","67516",182,1.0896,198.3072
"AR144","drought stress","67518",210.0284,0.417,87.7595438
"AR144","drought stress","68015",169.2617,0.133665,22.633443561
"AR149","control","67199",186,0.790666666666667,152.497333333333
"AR149","control","67516",218,1.9028,414.8104
"AR149","control","67518",220.4814,1.677,369.7786668
"AR149","control","68015",162.9899,0.314505,51.226586108
"AR149","drought stress","67199",192,0.351333333333333,60.388
"AR149","drought stress","67516",233,1.7756,413.7148
"AR149","drought stress","67518",245.5686,0.605,148.569003
"AR149","drought stress","68015",187.0318,0.142185,26.503513367
"AR157","control","67199",165,0.552,99.314
"AR157","control","67516",169,1.052,177.788
"AR157","control","67518",189.1224,0.945,180.1506384
"AR157","control","68015",154.6275,0.37855,58.565285535
"AR157","drought stress","67199",164.333333333333,0.322666666666667,52.972
"AR157","drought stress","67516",168,1.0988,184.5984
"AR157","drought stress","67518",212.119,0.584,123.877496
"AR157","drought stress","68015",151.4916,0.132675,19.984969911
"AR161","control","67199",100,0.164,32.8
"AR161","control","67516",228,0.7412,168.9936
"AR161","control","67518",193.3036,1.383,265.3005438
"AR161","control","68015",177.6241,0.299245,53.22256831
"AR161","drought stress","67199",226.166666666667,0.104,24.74
"AR161","drought stress","67516",213,0.7692,163.8396
"AR161","drought stress","67518",229.8891,0.512,117.6530448
"AR161","drought stress","68015",175.5335,0.112735,19.793708165
"AR163","control","67199",159,0.736,123.041333333333
"AR163","control","67516",199,1.1336,225.5864
"AR163","control","67518",184.9412,2.193,407.0750118
"AR163","control","68015",172.3976,0.32209,55.47446265
"AR163","drought stress","67199",161.166666666667,0.368,59.329
"AR163","drought stress","67516",191,1.216,232.256
"AR163","drought stress","67518",227.7985,0.865,195.692039
"AR163","drought stress","68015",157.7634,0.15515,24.47699151
"AR164","control","67199",208.666666666667,0.686666666666667,145.184
"AR164","control","67516",206,1.4612,301.0072
"AR164","control","67518",197.4848,1.389,274.4548198
"AR164","control","68015",172.3976,0.29965,51.68507334
"AR164","drought stress","67199",269,0.168666666666667,44.8508888888889
"AR164","drought stress","67516",164,1.1464,188.0096
"AR164","drought stress","67518",223.6173,0.444,99.3425274
"AR164","drought stress","68015",187.0318,0.142455,26.573527704
"AR165","control","67199",217.666666666667,0.708666666666667,153.453333333333
"AR165","control","67516",237,1.5624,370.2888
"AR165","control","67518",198.5301,1.801,359.4499296
"AR165","control","68015",164.0352,0.328135,53.966544527
"AR165","drought stress","67199",259.666666666667,0.191,47.0646666666667
"AR165","drought stress","67516",226,1.6256,367.3856
"AR165","drought stress","67518",237.2062,0.593,140.6632766
"AR165","drought stress","68015",144.1745,0.149195,21.512273072
"AR166","control","67199",183.222222222222,0.464,101.480666666667
"AR166","control","67516",210,0.72,151.2
"AR166","control","67518",199.5754,0.492,99.4621816
"AR166","control","68015",161.9446,0.279705,45.523283118
"AR166","drought stress","67199",209.666666666667,0.26,54.2793333333333
"AR166","drought stress","67516",179,0.582,104.178
"AR166","drought stress","67518",244.5233,0.233,56.3247976
"AR166","drought stress","68015",169.2617,0.132525,22.327122438
"AR168","control","67199",186.333333333333,0.762,143.366
"AR168","control","67516",207,1.4028,290.3796
"AR168","control","67518",202.7113,2.114,428.5295976
"AR168","control","68015",203.7566,0.303115,61.819236027
"AR168","drought stress","67199",211.444444444444,0.206666666666667,42.7671111111111
"AR168","drought stress","67516",181,1.1852,214.5212
"AR168","drought stress","67518",199.5754,0.834,166.4458836
"AR168","drought stress","68015",181.8053,0.145365,26.429428833
"AR170","control","67199",201.888888888889,0.347333333333333,71.4782222222222
"AR170","control","67516",208,2.0824,433.1392
"AR170","control","67518",210.0313,2.452,510.2562064
"AR170","control","68015",154.6275,0.317905,49.341011115
"AR170","drought stress","67199",0,0.036,0
"AR170","drought stress","67516",200,1.288,257.6
"AR170","drought stress","67518",207.9378,0.964,198.7711968
"AR170","drought stress","68015",156.7181,0.126695,19.772606693
"AR176","control","67199",136,0.677333333333333,93.9133333333333
"AR176","control","67516",135,0.4504,60.804
"AR176","control","67518",206.8925,1.2,248.7351132
"AR176","control","68015",157.7634,0.307255,48.473593467
"AR176","drought stress","67199",197,0.436,85.6433333333333
"AR176","drought stress","67516",195,0.798,155.61
"AR176","drought stress","67518",223.6173,0.397,88.8962776
"AR176","drought stress","68015",139.9933,0.1694,23.701098419
"AR183","control","67199",120.333333333333,1.12733333333333,142.954666666667
"AR183","control","67516",145,1.2908,187.166
"AR183","control","67518",164.0352,1.304,214.0022496
"AR183","control","68015",111.7702,0.36699,41.018545698
"AR183","drought stress","67199",154.333333333333,0.514,79.506
"AR183","drought stress","67516",148,1.7528,259.4144
"AR183","drought stress","67518",184.9412,0.512,93.448078
"AR183","drought stress","68015",133.7215,0.16997,22.600134173
"AR184","control","67199",225.333333333333,0.548,122.012
"AR184","control","67516",238,1.5564,370.4232
"AR184","control","67518",217.3455,1.549,336.432987
"AR184","control","68015",179.7147,0.33253,59.805215766
"AR184","drought stress","67199",254.5,0.251,62.336
"AR184","drought stress","67516",203,0.8464,171.8192
"AR184","drought stress","67518",252.8857,0.685,173.1545788
"AR184","drought stress","68015",190.1677,0.13973,26.680791656
"AR185","control","67199",116,0.64,113.024
"AR185","control","67516",153,1.7232,263.6496
"AR185","control","67518",157.7634,1.389,217.908271
"AR185","control","68015",99.2266,0.37699,37.649046576
"AR185","drought stress","67199",167.5,0.55,92.099
"AR185","drought stress","67516",141,1.4596,205.8036
"AR185","drought stress","67518",190.1677,0.681,130.3916634
"AR185","drought stress","68015",139.9933,0.172475,24.14045764
"AR188","control","67199",175,0.843333333333333,148.054666666667
"AR188","control","67516",167,1.0028,167.4676
"AR188","control","67518",169.2617,1.24,209.9284106
"AR188","control","68015",155.6728,0.302755,47.105223697
"AR188","drought stress","67199",161.666666666667,0.478666666666667,75.5893333333333
"AR188","drought stress","67516",168,0.5704,95.8272
"AR188","drought stress","67518",224.6626,0.41,92.111666
"AR188","drought stress","68015",165.0805,0.158455,26.0928391
"AR191","control","67199",197,0.758,151.686
"AR191","control","67516",207,1.9048,394.2936
"AR191","control","67518",200.6207,1.616,323.1556606
"AR191","control","68015",174.4882,0.30262,53.294575588
"AR191","drought stress","67199",234.666666666667,0.226,46.64
"AR191","drought stress","67516",209,1.4452,302.0468
"AR191","drought stress","67518",225.7079,0.661,149.043444
"AR191","drought stress","68015",175.5335,0.148045,26.004736864
"AR196","control","67199",152.666666666667,0.376,58.4006666666667
"AR196","control","67516",195,0.8808,171.756
"AR196","control","67518",181.8053,1.254,230.9336828
"AR196","control","68015",169.2617,0.30678,52.030216206
"AR196","drought stress","67199",231.166666666667,0.328666666666667,72.7766666666667
"AR196","drought stress","67516",171,0.9556,163.4076
"AR196","drought stress","67518",241.3874,0.582,140.6714396
"AR196","drought stress","68015",196.4395,0.13999,27.475074226
"AR197","control","67199",191,0.642666666666667,127.758666666667
"AR197","control","67516",224,1.658,371.392
"AR197","control","67518",207.9378,1.968,410.5428496
"AR197","control","68015",169.2617,0.321905,54.743357471
"AR197","drought stress","67199",225.444444444444,0.291333333333333,66.7413333333333
"AR197","drought stress","67516",228,1.3808,314.8224
"AR197","drought stress","67518",234.0703,0.653,150.6747272
"AR197","drought stress","68015",181.8053,0.148595,26.948809529
"AR199","control","67199",129.666666666667,0.337333333333333,67.9973333333333
"AR199","control","67516",226,1.4616,330.3216
"AR199","control","67518",196.4395,1.598,309.676856
"AR199","control","68015",179.7147,0.25511,45.922968615
"AR199","drought stress","67199",158,0.0746666666666667,17.048
"AR199","drought stress","67516",215,1.5336,329.724
"AR199","drought stress","67518",225.7079,0.521,118.4499166
"AR199","drought stress","68015",177.6241,0.132165,23.470217031
"AR20","control","67199",171.333333333333,0.897333333333333,157.5
"AR20","control","67516",214,1.8248,390.5072
"AR20","control","67518",201.666,3.089,622.946274
"AR20","control","68015",145.2198,0.354755,51.626140443
"AR20","drought stress","67199",194,0.320666666666667,71.084
"AR20","drought stress","67516",187,2.1712,406.0144
"AR20","drought stress","67518",218.3908,1.449,316.4482692
"AR20","drought stress","68015",183.8959,0.134745,24.788967716
"AR200","control","67199",217.333333333333,0.822666666666667,178.986
"AR200","control","67516",192,2.1808,418.7136
"AR200","control","67518",192.2583,1.554,297.7240982
"AR200","control","68015",169.2617,0.343945,58.122507744
"AR200","drought stress","67199",233.777777777778,0.250666666666667,57.0837777777778
"AR200","drought stress","67516",175,1.582,276.85
"AR200","drought stress","67518",218.3908,0.689,150.7346768
"AR200","drought stress","68015",180.76,0.158635,28.6748626
"AR201","control","67199",168.333333333333,0.720666666666667,120.886666666667
"AR201","control","67516",189,0.824,155.736
"AR201","control","67518",180.76,1.1,198.1753704
"AR201","control","68015",164.0352,0.33147,54.372747744
"AR201","drought stress","67199",223.333333333333,0.512,114.218666666667
"AR201","drought stress","67516",191,0.984,187.944
"AR201","drought stress","67518",248.7045,0.396,98.4284452
"AR201","drought stress","68015",177.6241,0.15872,28.172145161
"AR202","control","67199",162.333333333333,0.416,69.114
"AR202","control","67516",193,1.6868,325.5524
"AR202","control","67518",213.1643,1.671,357.4864002
"AR202","control","68015",154.6275,0.33765,52.06431282
"AR202","drought stress","67199",234.666666666667,0.369333333333333,85.26
"AR202","drought stress","67516",188,1.2996,244.3248
"AR202","drought stress","67518",245.5686,0.575,139.7218002
"AR202","drought stress","68015",196.4395,0.148625,29.285993492
"AR207","control","67199",189.333333333333,0.349333333333333,69.9033333333333
"AR207","control","67516",213,1.5916,339.0108
"AR207","control","67518",178.6694,1.556,283.3907908
"AR207","control","68015",165.0805,0.3116,51.395777021
"AR207","drought stress","67199",126.222222222222,0.09,15.776
"AR207","drought stress","67516",186,1.5996,297.5256
"AR207","drought stress","67518",208.9831,0.614,128.9156256
"AR207","drought stress","68015",162.9899,0.10351,16.827715052
"AR208","control","67199",167,0.492666666666667,85.8166666666667
"AR208","control","67516",214,1.3588,290.7832
"AR208","control","67518",177.6241,1.752,313.2441206
"AR208","control","68015",149.401,0.315265,47.100906265
"AR208","drought stress","67199",122,0.242,37.5546666666667
"AR208","drought stress","67516",185,1.1224,207.644
"AR208","drought stress","67518",222.572,0.608,135.5411984
"AR208","drought stress","68015",130.5856,0.15066,19.822291848
"AR21","control","67199",163.666666666667,0.531333333333333,89.2186666666667
"AR21","control","67516",217,0.3784,82.1128
"AR21","control","68015",159.854,0.28668,45.82694472
"AR21","drought stress","67199",194,0.310666666666667,62.5
"AR21","drought stress","67516",158,0.2236,35.3288
"AR21","drought stress","68015",161.9446,0.171255,27.645400546
"AR216","control","67199",183.333333333333,0.614666666666667,111.138666666667
"AR216","control","67516",198,1.0232,202.5936
"AR216","control","67518",164.0352,1.562,255.0187968
"AR216","control","68015",159.854,0.33336,53.42690904
"AR216","drought stress","67199",237.333333333333,0.252,58.5126666666667
"AR216","drought stress","67516",191,1.2096,231.0336
"AR216","drought stress","67518",207.9378,0.728,151.8971872
"AR216","drought stress","68015",157.7634,0.14101,22.200955544
"AR22","control","67199",168,0.369333333333333,65.388
"AR22","control","67516",151,0.5296,79.9696
"AR22","control","67518",200.6207,0.746,150.1020682
"AR22","control","68015",137.9027,0.297585,41.082153191
"AR22","drought stress","67199",211.333333333333,0.37,78.6906666666667
"AR22","drought stress","67516",177,0.6824,120.7848
"AR22","drought stress","67518",218.3908,0.398,89.4784328
"AR22","drought stress","68015",184.9412,0.15615,28.755933784
"AR229","control","67199",210.5,0.556,146.835
"AR229","control","67516",205,1.5536,318.488
"AR229","control","67518",194.3489,2.079,404.2029316
"AR229","control","68015",183.8959,0.28881,53.089065391
"AR229","drought stress","67199",145.5,0.0906666666666667,14.421
"AR229","drought stress","67516",198,1.152,228.096
"AR229","drought stress","67518",196.4395,0.552,112.929394
"AR229","drought stress","68015",170.307,0.14404,24.66230996
"AR23","control","67199",166.333333333333,1.08466666666667,182.842
"AR23","control","67516",173,1.0088,174.5224
"AR23","control","67518",189.1224,1.309,247.1849136
"AR23","control","68015",162.9899,0.301405,49.506277082
"AR23","drought stress","67199",170,0.424,71.29
"AR23","drought stress","67516",251,1.2316,309.1316
"AR23","drought stress","67518",221.5267,0.414,91.7036914
"AR23","drought stress","68015",167.1711,0.17282,28.91252352
